,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
6505,9,18,2,2,1,0,0.0,1.0,2,100,11.0,9.0,6.0,6.0,3.0,1.0,9.0,16.0,1.0,1.0,0.0,0.0
6506,9,25,24,0,0,1,0.0,0.0,1,103,4.0,6.0,1.0,2.0,8.0,5.0,7.0,15.0,1.0,6.0,0.0,0.0
6507,9,42,38,0,3,2,0.0,1.0,2,5,8.0,13.0,7.0,12.0,3.0,2.0,17.0,13.0,3.0,4.0,0.0,0.0
6508,9,26,41,3,0,0,1.0,0.0,0,5,12.0,10.0,9.0,4.0,6.0,7.0,10.0,12.0,0.0,1.0,0.0,0.0
6509,9,2,42,1,0,0,1.0,0.0,0,4,10.0,11.0,5.0,2.0,2.0,7.0,16.0,18.0,1.0,3.0,0.0,0.0
6510,9,5,43,1,0,0,1.0,0.0,0,2,16.0,6.0,9.0,4.0,7.0,11.0,10.0,6.0,0.0,2.0,0.0,0.0
6511,9,10,30,1,2,2,1.0,1.0,1,74,14.0,13.0,8.0,5.0,4.0,3.0,12.0,13.0,1.0,2.0,0.0,1.0
6512,9,13,25,2,4,2,1.0,1.0,1,75,23.0,8.0,13.0,6.0,3.0,2.0,21.0,12.0,3.0,1.0,2.0,0.0
6513,9,35,0,1,3,2,1.0,1.0,1,103,4.0,17.0,3.0,11.0,3.0,6.0,12.0,7.0,0.0,1.0,1.0,0.0
6514,9,24,3,2,1,0,2.0,1.0,0,5,12.0,12.0,6.0,7.0,4.0,5.0,10.0,22.0,1.0,5.0,0.0,0.0
6515,9,36,18,0,0,1,0.0,0.0,1,73,12.0,3.0,5.0,1.0,2.0,2.0,15.0,16.0,3.0,3.0,0.0,0.0
6516,9,38,17,2,1,0,2.0,0.0,0,126,13.0,14.0,9.0,10.0,6.0,9.0,9.0,18.0,1.0,4.0,0.0,0.0
6517,9,0,10,3,1,0,1.0,0.0,0,18,20.0,8.0,11.0,5.0,8.0,2.0,5.0,12.0,0.0,4.0,0.0,0.0
6518,9,41,5,1,2,2,0.0,2.0,2,72,18.0,15.0,8.0,7.0,6.0,3.0,13.0,21.0,2.0,5.0,0.0,1.0
6519,9,43,26,0,1,2,0.0,0.0,1,103,12.0,15.0,6.0,6.0,2.0,4.0,9.0,8.0,2.0,1.0,0.0,0.0
6520,9,17,20,5,1,0,2.0,1.0,0,71,18.0,7.0,10.0,4.0,4.0,1.0,12.0,21.0,0.0,1.0,0.0,0.0
6521,9,42,24,1,0,0,1.0,0.0,0,2,12.0,11.0,4.0,3.0,4.0,7.0,15.0,14.0,1.0,5.0,0.0,0.0
6522,9,30,2,1,2,2,0.0,2.0,2,77,11.0,10.0,8.0,6.0,5.0,6.0,12.0,13.0,1.0,2.0,0.0,0.0
6523,9,36,5,4,0,0,1.0,0.0,0,126,12.0,7.0,7.0,2.0,2.0,7.0,14.0,10.0,2.0,2.0,0.0,1.0
6524,9,10,35,1,1,1,0.0,1.0,2,56,10.0,8.0,3.0,3.0,4.0,4.0,12.0,10.0,2.0,0.0,0.0,0.0
6525,9,2,17,2,2,1,1.0,2.0,2,72,7.0,13.0,4.0,11.0,5.0,4.0,10.0,11.0,1.0,1.0,0.0,0.0
6526,9,5,42,4,0,0,1.0,0.0,0,75,8.0,13.0,6.0,7.0,3.0,6.0,20.0,13.0,1.0,2.0,0.0,0.0
6527,9,10,43,1,2,2,0.0,1.0,2,126,22.0,7.0,11.0,3.0,11.0,6.0,10.0,21.0,1.0,4.0,0.0,0.0
6528,9,13,41,4,1,0,1.0,1.0,1,74,22.0,4.0,15.0,2.0,11.0,1.0,13.0,10.0,0.0,1.0,0.0,0.0
6529,9,20,0,1,2,2,1.0,1.0,1,2,7.0,18.0,2.0,9.0,2.0,8.0,16.0,13.0,2.0,2.0,1.0,0.0
6530,9,35,1,0,0,1,0.0,0.0,1,68,13.0,10.0,6.0,5.0,8.0,6.0,6.0,6.0,0.0,4.0,0.0,0.0
6531,9,38,3,3,1,0,1.0,0.0,0,56,14.0,10.0,7.0,7.0,5.0,6.0,12.0,7.0,0.0,0.0,0.0,0.0
6532,9,26,18,3,0,0,0.0,0.0,1,77,33.0,8.0,19.0,5.0,11.0,1.0,7.0,11.0,1.0,1.0,0.0,0.0
6533,9,36,25,1,1,1,1.0,0.0,0,18,12.0,13.0,7.0,9.0,3.0,7.0,12.0,10.0,2.0,4.0,0.0,0.0
6534,9,24,30,4,1,0,3.0,0.0,0,125,23.0,7.0,12.0,3.0,8.0,4.0,10.0,15.0,0.0,2.0,0.0,0.0
6535,9,42,1,1,2,2,1.0,1.0,1,126,10.0,18.0,6.0,10.0,7.0,8.0,10.0,14.0,2.0,1.0,0.0,0.0
6536,9,0,41,2,0,0,1.0,0.0,0,73,9.0,8.0,5.0,4.0,4.0,2.0,7.0,24.0,1.0,4.0,1.0,0.0
6537,9,1,43,2,2,1,1.0,2.0,2,74,11.0,7.0,3.0,4.0,7.0,5.0,10.0,12.0,1.0,2.0,0.0,0.0
6538,9,17,5,2,0,0,0.0,0.0,1,5,18.0,6.0,11.0,4.0,6.0,3.0,12.0,17.0,1.0,1.0,0.0,1.0
6539,9,30,20,3,2,0,1.0,1.0,1,100,18.0,9.0,10.0,5.0,11.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0
6540,9,35,38,1,2,2,0.0,0.0,1,75,8.0,16.0,4.0,9.0,6.0,7.0,7.0,9.0,2.0,2.0,1.0,0.0
6541,9,36,2,3,1,0,2.0,0.0,0,103,11.0,21.0,9.0,14.0,7.0,10.0,8.0,8.0,0.0,1.0,0.0,0.0
6542,9,42,10,1,0,0,0.0,0.0,1,77,21.0,13.0,11.0,8.0,5.0,3.0,10.0,15.0,1.0,3.0,0.0,0.0
6543,9,3,13,1,1,1,0.0,1.0,2,126,8.0,14.0,4.0,8.0,3.0,11.0,10.0,9.0,0.0,1.0,0.0,0.0
6544,9,18,25,1,2,2,0.0,2.0,2,72,10.0,14.0,4.0,9.0,4.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0
6545,9,26,24,2,1,0,1.0,1.0,1,56,10.0,4.0,5.0,2.0,1.0,2.0,10.0,15.0,2.0,3.0,0.0,0.0
6546,9,41,43,1,3,2,0.0,1.0,2,100,17.0,5.0,10.0,4.0,8.0,5.0,9.0,24.0,0.0,2.0,0.0,0.0
6547,9,1,36,1,1,1,1.0,1.0,1,75,11.0,10.0,4.0,5.0,6.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0
6548,9,3,2,2,1,0,1.0,0.0,0,74,9.0,8.0,7.0,5.0,5.0,6.0,18.0,10.0,2.0,1.0,0.0,0.0
6549,9,25,17,0,2,2,0.0,1.0,2,103,12.0,10.0,5.0,7.0,7.0,4.0,11.0,10.0,3.0,2.0,0.0,0.0
6550,9,30,13,0,5,2,0.0,1.0,2,71,10.0,20.0,6.0,11.0,1.0,6.0,11.0,11.0,3.0,2.0,0.0,0.0
6551,9,2,0,1,1,1,0.0,0.0,1,56,7.0,13.0,3.0,8.0,3.0,6.0,13.0,13.0,3.0,2.0,0.0,0.0
6552,9,5,26,0,4,2,0.0,1.0,2,73,14.0,13.0,10.0,8.0,11.0,6.0,14.0,15.0,0.0,0.0,0.0,0.0
6553,9,13,1,7,1,0,2.0,1.0,0,103,13.0,7.0,11.0,5.0,8.0,6.0,12.0,5.0,3.0,2.0,0.0,0.0
6554,9,20,18,2,0,0,1.0,0.0,0,18,7.0,12.0,4.0,9.0,6.0,8.0,11.0,15.0,2.0,4.0,0.0,0.0
6555,9,38,30,2,0,0,2.0,0.0,0,68,16.0,8.0,8.0,3.0,11.0,2.0,5.0,9.0,0.0,1.0,0.0,0.0
6556,9,41,35,0,1,2,0.0,0.0,1,2,17.0,12.0,7.0,7.0,6.0,7.0,14.0,17.0,0.0,2.0,0.0,0.0
6557,9,43,17,0,0,1,0.0,0.0,1,77,9.0,22.0,2.0,13.0,3.0,7.0,14.0,12.0,1.0,1.0,0.0,0.0
6558,9,10,3,0,1,2,0.0,1.0,2,75,7.0,12.0,3.0,5.0,7.0,2.0,15.0,12.0,3.0,2.0,0.0,0.0
6559,9,24,36,3,0,0,2.0,0.0,0,100,25.0,7.0,16.0,2.0,9.0,2.0,11.0,9.0,0.0,1.0,0.0,0.0
6560,9,25,42,3,0,0,0.0,0.0,1,125,10.0,9.0,8.0,3.0,3.0,4.0,12.0,13.0,3.0,2.0,0.0,1.0
6561,9,0,43,1,0,0,0.0,0.0,1,2,23.0,3.0,13.0,2.0,10.0,4.0,10.0,13.0,0.0,2.0,0.0,1.0
6562,9,5,1,0,1,2,0.0,1.0,2,77,14.0,13.0,10.0,9.0,6.0,8.0,13.0,14.0,2.0,0.0,0.0,0.0
6563,9,10,25,1,6,2,0.0,5.0,2,5,14.0,20.0,7.0,14.0,6.0,7.0,5.0,8.0,0.0,0.0,0.0,0.0
6564,9,26,13,1,2,2,0.0,1.0,2,75,9.0,11.0,3.0,5.0,3.0,3.0,14.0,11.0,3.0,1.0,0.0,0.0
6565,9,30,3,0,0,1,0.0,0.0,1,126,6.0,16.0,3.0,8.0,1.0,9.0,11.0,10.0,2.0,1.0,1.0,0.0
6566,9,35,20,2,0,0,1.0,0.0,0,72,9.0,5.0,3.0,3.0,3.0,2.0,12.0,12.0,3.0,2.0,0.0,0.0
6567,9,36,38,3,1,0,2.0,0.0,0,71,11.0,12.0,10.0,9.0,6.0,6.0,16.0,15.0,2.0,0.0,0.0,0.0
6568,9,2,24,1,1,1,0.0,0.0,1,73,8.0,16.0,3.0,8.0,5.0,4.0,14.0,9.0,2.0,1.0,0.0,0.0
6569,9,17,41,2,2,1,1.0,0.0,0,56,10.0,10.0,5.0,5.0,2.0,8.0,7.0,17.0,2.0,3.0,0.0,0.0
6570,9,18,42,2,1,0,0.0,1.0,2,74,7.0,12.0,5.0,7.0,6.0,3.0,11.0,10.0,1.0,2.0,0.0,0.0
6571,9,20,10,1,4,2,1.0,1.0,1,73,11.0,9.0,4.0,7.0,6.0,1.0,19.0,14.0,5.0,1.0,0.0,0.0
6572,9,41,36,1,0,0,0.0,0.0,1,77,10.0,9.0,6.0,7.0,2.0,7.0,12.0,20.0,1.0,3.0,0.0,0.0
6573,9,3,26,0,0,1,0.0,0.0,1,103,8.0,13.0,7.0,6.0,1.0,7.0,14.0,12.0,1.0,2.0,0.0,0.0
6574,9,24,18,0,0,1,0.0,0.0,1,2,18.0,2.0,9.0,2.0,10.0,1.0,6.0,16.0,1.0,3.0,0.0,0.0
6575,9,25,2,5,1,0,3.0,1.0,0,100,17.0,5.0,8.0,3.0,8.0,4.0,12.0,9.0,0.0,3.0,0.0,0.0
6576,9,43,35,0,0,1,0.0,0.0,1,18,10.0,9.0,8.0,1.0,7.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0
6577,9,13,5,1,0,0,1.0,0.0,0,72,18.0,7.0,8.0,2.0,5.0,2.0,13.0,22.0,1.0,4.0,0.0,0.0
6578,9,1,17,2,2,1,0.0,1.0,2,73,10.0,13.0,7.0,10.0,7.0,6.0,11.0,9.0,2.0,2.0,0.0,0.0
6579,9,38,0,2,1,0,1.0,0.0,0,74,13.0,19.0,10.0,11.0,4.0,6.0,13.0,10.0,3.0,1.0,0.0,0.0
6580,9,42,30,0,0,1,0.0,0.0,1,75,24.0,6.0,14.0,2.0,10.0,3.0,16.0,9.0,2.0,1.0,0.0,0.0
6581,9,2,20,0,0,1,0.0,0.0,1,74,10.0,11.0,7.0,4.0,8.0,1.0,11.0,12.0,0.0,0.0,0.0,0.0
6582,9,3,17,2,3,2,0.0,1.0,2,2,15.0,11.0,10.0,4.0,4.0,2.0,15.0,10.0,3.0,2.0,0.0,0.0
6583,9,18,43,0,0,1,0.0,0.0,1,75,11.0,5.0,4.0,1.0,5.0,9.0,9.0,11.0,1.0,0.0,0.0,0.0
6584,9,25,26,0,1,2,0.0,0.0,1,73,8.0,13.0,5.0,3.0,7.0,5.0,8.0,12.0,2.0,1.0,0.0,0.0
6585,9,35,5,1,2,2,1.0,0.0,0,125,11.0,13.0,5.0,8.0,5.0,1.0,10.0,5.0,1.0,2.0,0.0,0.0
6586,9,36,10,2,1,0,2.0,0.0,0,56,16.0,9.0,11.0,4.0,3.0,3.0,14.0,17.0,3.0,2.0,0.0,0.0
6587,9,38,13,2,1,0,2.0,0.0,0,100,20.0,9.0,10.0,6.0,13.0,4.0,7.0,14.0,2.0,4.0,0.0,1.0
6588,9,30,1,1,2,2,1.0,1.0,1,72,16.0,12.0,12.0,9.0,7.0,6.0,5.0,10.0,0.0,0.0,0.0,0.0
6589,9,42,0,3,2,0,0.0,1.0,2,71,16.0,11.0,11.0,8.0,8.0,3.0,15.0,13.0,2.0,1.0,0.0,0.0
6590,9,24,41,3,0,0,2.0,0.0,0,103,17.0,6.0,8.0,2.0,9.0,2.0,8.0,12.0,0.0,2.0,0.0,0.0
6591,9,20,1,0,2,2,0.0,1.0,2,75,14.0,11.0,10.0,5.0,11.0,9.0,8.0,7.0,2.0,2.0,0.0,0.0
6592,9,0,25,0,0,1,0.0,0.0,1,75,9.0,3.0,4.0,2.0,5.0,1.0,13.0,14.0,4.0,2.0,0.0,0.0
6593,9,5,30,2,2,1,2.0,0.0,0,56,14.0,13.0,10.0,6.0,12.0,5.0,16.0,13.0,1.0,1.0,0.0,0.0
6594,9,20,36,0,1,2,0.0,1.0,2,72,14.0,10.0,8.0,5.0,3.0,6.0,12.0,17.0,1.0,3.0,1.0,1.0
6595,9,26,38,3,1,0,0.0,0.0,1,2,15.0,9.0,8.0,3.0,4.0,4.0,13.0,10.0,1.0,0.0,0.0,0.0
6596,9,41,42,3,2,0,2.0,1.0,0,5,9.0,12.0,7.0,10.0,4.0,5.0,9.0,10.0,1.0,2.0,0.0,0.0
6597,9,43,3,1,1,1,0.0,1.0,2,74,14.0,12.0,5.0,8.0,4.0,4.0,9.0,8.0,0.0,1.0,0.0,0.0
6598,9,1,2,1,0,0,0.0,0.0,1,73,10.0,16.0,6.0,14.0,7.0,5.0,12.0,16.0,1.0,4.0,0.0,0.0
6599,9,10,24,0,4,2,0.0,0.0,1,100,12.0,12.0,6.0,10.0,4.0,5.0,13.0,11.0,2.0,1.0,0.0,0.0
6600,9,13,35,7,0,0,3.0,0.0,0,126,29.0,3.0,18.0,2.0,7.0,0.0,14.0,12.0,0.0,3.0,0.0,0.0
6601,9,17,18,2,1,0,0.0,1.0,2,71,15.0,8.0,9.0,6.0,9.0,3.0,7.0,12.0,0.0,1.0,0.0,0.0
6602,9,2,10,2,1,0,2.0,0.0,0,103,13.0,12.0,4.0,7.0,6.0,8.0,11.0,10.0,2.0,1.0,0.0,0.0
6603,9,25,1,3,1,0,2.0,1.0,0,74,17.0,10.0,12.0,6.0,13.0,5.0,6.0,9.0,1.0,2.0,0.0,0.0
6604,9,30,43,3,1,0,2.0,1.0,0,77,12.0,18.0,8.0,11.0,7.0,9.0,10.0,13.0,0.0,1.0,0.0,0.0
6605,9,35,17,0,0,1,0.0,0.0,1,56,12.0,11.0,6.0,9.0,6.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0
6606,9,38,5,1,0,0,1.0,0.0,0,18,25.0,11.0,12.0,7.0,11.0,7.0,11.0,10.0,0.0,3.0,0.0,0.0
6607,9,18,41,3,2,0,1.0,0.0,0,2,5.0,7.0,3.0,5.0,9.0,3.0,10.0,14.0,0.0,0.0,0.0,0.0
6608,9,24,13,0,2,2,0.0,1.0,2,5,7.0,15.0,2.0,11.0,9.0,5.0,7.0,7.0,1.0,2.0,0.0,0.0
6609,9,36,26,0,1,2,0.0,1.0,2,126,10.0,14.0,2.0,9.0,9.0,4.0,10.0,9.0,3.0,2.0,0.0,0.0
6610,9,3,0,2,1,0,1.0,1.0,1,73,11.0,6.0,7.0,4.0,5.0,8.0,19.0,15.0,2.0,2.0,0.0,0.0
6611,9,42,20,2,2,1,1.0,1.0,1,100,13.0,6.0,7.0,3.0,8.0,1.0,11.0,14.0,2.0,0.0,0.0,0.0
6612,9,18,35,0,1,2,0.0,0.0,1,103,12.0,5.0,6.0,2.0,8.0,3.0,7.0,6.0,1.0,3.0,0.0,0.0
6613,9,25,38,0,1,2,0.0,0.0,1,126,10.0,10.0,5.0,6.0,9.0,7.0,12.0,14.0,0.0,3.0,0.0,0.0
6614,9,0,18,4,0,0,3.0,0.0,0,77,16.0,5.0,11.0,2.0,5.0,2.0,11.0,10.0,2.0,2.0,0.0,0.0
6615,9,1,3,0,1,2,0.0,0.0,1,126,16.0,9.0,12.0,3.0,11.0,5.0,14.0,12.0,2.0,1.0,0.0,0.0
6616,9,5,2,2,1,0,1.0,0.0,0,68,14.0,10.0,8.0,5.0,3.0,6.0,14.0,17.0,2.0,5.0,0.0,0.0
6617,9,10,38,4,2,0,1.0,2.0,2,75,16.0,16.0,12.0,11.0,5.0,6.0,9.0,8.0,0.0,0.0,0.0,0.0
6618,9,13,42,8,0,0,2.0,0.0,0,73,17.0,4.0,10.0,3.0,2.0,3.0,14.0,9.0,2.0,2.0,0.0,1.0
6619,9,17,30,1,0,0,0.0,0.0,1,103,21.0,10.0,13.0,4.0,14.0,1.0,12.0,11.0,0.0,0.0,0.0,0.0
6620,9,20,24,0,0,1,0.0,0.0,1,2,11.0,19.0,6.0,7.0,2.0,6.0,15.0,11.0,1.0,0.0,0.0,0.0
6621,9,26,35,4,0,0,2.0,0.0,0,74,18.0,4.0,13.0,4.0,10.0,2.0,10.0,4.0,2.0,0.0,0.0,0.0
6622,9,41,25,1,1,1,1.0,1.0,1,56,12.0,17.0,8.0,6.0,4.0,3.0,12.0,7.0,2.0,0.0,0.0,0.0
6623,9,43,36,2,1,0,1.0,1.0,1,71,14.0,11.0,7.0,5.0,4.0,1.0,11.0,19.0,1.0,2.0,0.0,2.0
6624,10,1,41,3,0,0,2.0,0.0,0,75,23.0,12.0,11.0,2.0,16.0,7.0,15.0,15.0,1.0,2.0,0.0,0.0
6625,10,3,17,1,0,0,1.0,0.0,0,100,7.0,17.0,2.0,12.0,1.0,3.0,19.0,14.0,2.0,1.0,0.0,0.0
6626,10,5,18,0,0,1,0.0,0.0,1,125,13.0,12.0,9.0,7.0,4.0,8.0,12.0,13.0,1.0,3.0,0.0,0.0
6627,10,13,40,6,0,0,2.0,0.0,0,74,18.0,10.0,13.0,4.0,3.0,1.0,10.0,10.0,1.0,0.0,0.0,0.0
6628,10,36,2,2,2,1,1.0,0.0,0,4,6.0,13.0,2.0,7.0,3.0,6.0,13.0,10.0,3.0,3.0,1.0,0.0
6629,10,38,25,0,0,1,0.0,0.0,1,2,22.0,11.0,18.0,7.0,10.0,3.0,13.0,16.0,0.0,2.0,0.0,0.0
6630,10,42,4,0,4,2,0.0,3.0,2,76,11.0,9.0,6.0,7.0,6.0,4.0,8.0,11.0,1.0,1.0,0.0,0.0
6631,10,43,35,2,1,0,2.0,0.0,0,72,13.0,10.0,7.0,6.0,5.0,5.0,17.0,13.0,0.0,2.0,0.0,0.0
6632,10,24,0,1,1,1,0.0,0.0,1,73,7.0,14.0,4.0,7.0,9.0,11.0,13.0,15.0,1.0,3.0,1.0,1.0
6633,10,26,28,3,0,0,2.0,0.0,0,18,18.0,7.0,10.0,3.0,5.0,3.0,9.0,5.0,2.0,2.0,0.0,0.0
6634,10,0,4,6,0,0,3.0,0.0,0,77,26.0,3.0,16.0,1.0,8.0,2.0,9.0,3.0,0.0,0.0,0.0,1.0
6635,10,2,3,2,1,0,0.0,0.0,1,79,10.0,7.0,7.0,2.0,4.0,12.0,13.0,14.0,2.0,3.0,0.0,0.0
6636,10,17,43,1,1,1,1.0,0.0,0,71,14.0,9.0,6.0,4.0,3.0,3.0,18.0,15.0,1.0,2.0,0.0,0.0
6637,10,35,38,1,2,2,1.0,2.0,2,18,15.0,7.0,10.0,6.0,6.0,2.0,15.0,4.0,3.0,1.0,0.0,0.0
6638,10,40,36,1,0,0,0.0,0.0,1,68,11.0,10.0,5.0,4.0,4.0,6.0,16.0,12.0,2.0,2.0,0.0,0.0
6639,10,41,5,1,3,2,0.0,0.0,1,2,17.0,12.0,10.0,8.0,8.0,5.0,11.0,18.0,2.0,4.0,0.0,0.0
6640,10,42,13,0,6,2,0.0,1.0,2,75,17.0,10.0,12.0,8.0,0.0,0.0,12.0,7.0,1.0,2.0,0.0,0.0
6641,10,18,26,2,2,1,0.0,1.0,2,103,16.0,14.0,8.0,7.0,5.0,11.0,7.0,6.0,2.0,2.0,0.0,0.0
6642,10,28,1,6,0,0,3.0,0.0,0,73,20.0,3.0,14.0,1.0,10.0,2.0,15.0,12.0,3.0,1.0,0.0,0.0
6643,10,25,24,3,0,0,1.0,0.0,0,100,8.0,13.0,3.0,7.0,5.0,4.0,13.0,12.0,1.0,1.0,0.0,0.0
6644,10,3,0,1,2,2,1.0,1.0,1,18,15.0,14.0,7.0,9.0,4.0,8.0,9.0,7.0,1.0,0.0,0.0,0.0
6645,10,4,18,2,2,1,0.0,1.0,2,79,14.0,12.0,5.0,7.0,4.0,5.0,13.0,16.0,1.0,0.0,0.0,0.0
6646,10,13,35,2,0,0,1.0,0.0,0,73,15.0,9.0,6.0,3.0,6.0,1.0,5.0,10.0,0.0,2.0,0.0,0.0
6647,10,26,41,3,0,0,1.0,0.0,0,74,18.0,7.0,11.0,2.0,9.0,3.0,6.0,11.0,1.0,2.0,0.0,0.0
6648,10,38,42,0,1,2,0.0,0.0,1,100,12.0,13.0,7.0,5.0,16.0,7.0,10.0,11.0,3.0,2.0,0.0,0.0
6649,10,43,28,1,1,1,1.0,0.0,0,125,5.0,11.0,2.0,6.0,5.0,3.0,20.0,17.0,7.0,4.0,0.0,0.0
6650,10,1,17,1,0,0,1.0,0.0,0,77,12.0,15.0,6.0,9.0,4.0,16.0,19.0,10.0,4.0,0.0,0.0,0.0
6651,10,5,2,2,2,1,0.0,1.0,2,68,11.0,9.0,8.0,5.0,6.0,1.0,19.0,17.0,2.0,3.0,1.0,0.0
6652,10,24,40,1,0,0,0.0,0.0,1,72,11.0,14.0,7.0,5.0,7.0,6.0,9.0,8.0,0.0,0.0,0.0,1.0
6653,10,36,25,1,0,0,0.0,0.0,1,75,12.0,9.0,4.0,7.0,3.0,7.0,5.0,9.0,0.0,3.0,0.0,0.0
6654,10,0,5,4,1,0,1.0,1.0,1,125,23.0,7.0,14.0,6.0,9.0,6.0,11.0,11.0,2.0,2.0,0.0,1.0
6655,10,17,26,3,3,1,1.0,1.0,1,73,23.0,13.0,14.0,8.0,7.0,5.0,11.0,18.0,1.0,1.0,0.0,0.0
6656,10,18,43,2,1,0,0.0,1.0,2,100,13.0,4.0,6.0,2.0,6.0,6.0,9.0,17.0,3.0,6.0,0.0,1.0
6657,10,25,3,1,1,1,0.0,1.0,2,74,20.0,4.0,14.0,2.0,14.0,2.0,12.0,10.0,2.0,1.0,0.0,0.0
6658,10,28,4,0,2,2,0.0,1.0,2,71,16.0,7.0,13.0,4.0,3.0,2.0,15.0,14.0,2.0,3.0,0.0,0.0
6659,10,40,38,1,1,1,1.0,1.0,1,56,15.0,16.0,8.0,9.0,9.0,4.0,12.0,9.0,2.0,1.0,0.0,0.0
6660,10,41,13,1,3,2,0.0,2.0,2,18,13.0,17.0,7.0,9.0,1.0,5.0,13.0,10.0,2.0,2.0,0.0,0.0
6661,10,42,36,1,1,1,0.0,0.0,1,2,17.0,4.0,4.0,2.0,5.0,1.0,19.0,11.0,4.0,2.0,0.0,1.0
6662,10,2,24,0,0,1,0.0,0.0,1,76,15.0,14.0,3.0,8.0,4.0,3.0,8.0,9.0,1.0,0.0,0.0,0.0
6663,10,35,1,2,1,0,0.0,1.0,2,72,20.0,10.0,12.0,6.0,8.0,7.0,11.0,14.0,1.0,2.0,0.0,0.0
6664,10,1,5,1,1,1,1.0,1.0,1,75,13.0,13.0,6.0,7.0,8.0,4.0,15.0,8.0,1.0,2.0,0.0,0.0
6665,10,3,18,1,1,1,1.0,0.0,0,4,9.0,9.0,5.0,4.0,3.0,3.0,15.0,10.0,0.0,1.0,0.0,0.0
6666,10,17,28,0,1,2,0.0,1.0,2,2,6.0,9.0,3.0,4.0,3.0,6.0,15.0,21.0,2.0,3.0,0.0,0.0
6667,10,35,41,1,1,1,0.0,1.0,2,71,9.0,13.0,3.0,6.0,6.0,3.0,14.0,8.0,3.0,2.0,0.0,0.0
6668,10,36,0,1,1,1,0.0,1.0,2,100,16.0,16.0,5.0,7.0,11.0,3.0,11.0,13.0,2.0,2.0,0.0,1.0
6669,10,38,43,3,1,0,0.0,1.0,2,77,20.0,5.0,11.0,2.0,5.0,4.0,7.0,11.0,3.0,3.0,0.0,0.0
6670,10,40,2,3,1,0,0.0,1.0,2,18,16.0,6.0,10.0,3.0,5.0,0.0,11.0,8.0,1.0,1.0,0.0,0.0
6671,10,13,4,4,0,0,4.0,0.0,0,74,27.0,11.0,15.0,4.0,9.0,6.0,7.0,4.0,1.0,2.0,0.0,0.0
6672,10,26,24,3,2,0,1.0,0.0,0,56,16.0,7.0,7.0,1.0,6.0,1.0,15.0,10.0,4.0,1.0,0.0,0.0
6673,10,42,25,0,2,2,0.0,1.0,2,72,9.0,11.0,3.0,5.0,3.0,1.0,10.0,14.0,1.0,2.0,0.0,0.0
6674,10,0,40,2,3,2,0.0,0.0,1,79,24.0,7.0,12.0,5.0,16.0,4.0,15.0,14.0,4.0,3.0,0.0,0.0
6675,10,2,42,0,0,1,0.0,0.0,1,74,10.0,17.0,4.0,10.0,3.0,7.0,12.0,18.0,2.0,3.0,1.0,0.0
6676,10,4,3,1,2,2,0.0,1.0,2,75,11.0,13.0,8.0,8.0,8.0,8.0,12.0,11.0,2.0,1.0,0.0,0.0
6677,10,18,17,0,0,1,0.0,0.0,1,56,12.0,15.0,2.0,7.0,4.0,5.0,15.0,13.0,2.0,1.0,0.0,0.0
6678,10,24,36,2,2,1,1.0,1.0,1,125,13.0,10.0,5.0,1.0,3.0,3.0,15.0,7.0,3.0,1.0,0.0,0.0
6679,10,25,13,1,0,0,0.0,0.0,1,2,8.0,15.0,6.0,4.0,3.0,4.0,10.0,12.0,2.0,3.0,0.0,0.0
6680,10,41,38,1,0,0,1.0,0.0,0,73,22.0,17.0,15.0,11.0,14.0,7.0,10.0,11.0,2.0,0.0,0.0,0.0
6681,10,5,26,2,2,1,1.0,1.0,1,100,15.0,12.0,9.0,6.0,7.0,12.0,16.0,18.0,1.0,2.0,0.0,0.0
6682,10,28,35,1,2,2,1.0,0.0,0,77,11.0,8.0,7.0,2.0,3.0,4.0,8.0,11.0,0.0,1.0,0.0,0.0
6683,10,43,1,1,2,2,0.0,1.0,2,76,14.0,10.0,12.0,8.0,5.0,4.0,15.0,19.0,1.0,2.0,0.0,0.0
6684,10,2,17,0,2,2,0.0,0.0,1,100,6.0,11.0,3.0,6.0,6.0,5.0,5.0,11.0,0.0,0.0,0.0,0.0
6685,10,35,3,1,0,0,0.0,0.0,1,56,18.0,7.0,11.0,4.0,8.0,6.0,8.0,13.0,2.0,3.0,0.0,0.0
6686,10,36,26,0,0,1,0.0,0.0,1,18,14.0,10.0,8.0,4.0,10.0,4.0,10.0,6.0,1.0,2.0,0.0,0.0
6687,10,38,1,2,1,0,1.0,1.0,1,74,19.0,13.0,10.0,4.0,10.0,4.0,12.0,19.0,1.0,3.0,0.0,0.0
6688,10,40,5,1,1,1,0.0,0.0,1,103,17.0,10.0,9.0,5.0,7.0,4.0,8.0,10.0,3.0,2.0,0.0,0.0
6689,10,41,18,1,1,1,0.0,1.0,2,2,12.0,17.0,5.0,5.0,2.0,3.0,15.0,8.0,3.0,1.0,0.0,0.0
